,Unnamed: 0,m/z,gfap_positive_Y1,gfap_positive_Y2,gfap_positive_Y3,gfap_positive_Y4,gfap_positive_Y5,gfap_positive_Y6,gfap_positive_Y7,gfap_positive_Y8,gfap_positive_Y9,gfap_positive_Y10,gfap_negative_Y1,gfap_negative_Y2,gfap_negative_Y3,gfap_negative_Y4,gfap_negative_Y5,gfap_negative_Y6,gfap_negative_Y7,gfap_negative_Y8,gfap_negative_Y9,gfap_negative_Y10,ranksums_test_statistics,ranksums_p-value
24,24,63.7,4.274433884775913e-19,0.01000186064847685,0.009741962208854465,0.0022245057090696007,2.464930857158577e-05,-2.669562784401956e-19,0.006902012953743501,0.0067120374758756615,0.005791470006797889,-3.988764645021079e-19,0.0017773963692970856,-1.6350589878155524e-16,0.0004377988861426432,-1.2140763963616119e-17,0.0017078920544635818,0.0005718682858305952,0.002890451866382988,0.0002726359635131143,-1.4636427675403763e-17,0.0012436739338675706,1.24728276093045,0.21229383619233155
25,25,64.0,0.0012902018467728375,0.004050871035114543,3.229455824545503e-19,1.99037748935044e-20,-9.669056129337159e-19,0.00020671807415532413,0.016431146628147108,0.005137293320981394,-1.4530203987608374e-19,-0.0,0.0017035837259633893,-1.7465174315492842e-16,0.0065708699790442545,0.003152758537825691,0.0023049978276895103,0.0007050583353196723,-1.2123796464645675e-18,0.0001989819224327826,0.0013195597830318304,-0.0,-0.41576092031014994,0.6775849579524755
26,26,64.7,0.00344135756240698,-0.0,0.0007551650727985891,-1.1651349785382998e-18,3.807986138869691e-05,0.0002259438274633353,0.017834411076119994,-5.0494256203774795e-18,-6.277876117246481e-18,-0.0,0.0006985185685797798,-0.0,0.005815651965195886,0.0016847750767871874,0.0015242906537807914,0.0005892708002423053,-1.3158999880855615e-18,0.0006572004140067497,0.0019870310048539174,-0.0,-0.8693182879212227,0.3846730627355087
27,27,65.0,0.0005649752546885408,-1.0236504338241655e-18,0.001492136589301598,-0.0,-3.363174528039457e-19,0.0006775091431399522,-4.86421506870786e-17,-1.4356826486119445e-17,-4.3012504556929076e-18,0.0007631249883112728,-3.381631062541078e-19,0.002081042913016537,0.00359097312851499,-0.0,0.0010015135516861892,1.1118513746612504e-18,0.002816752319407323,0.0014009454240808432,0.0014351856204853131,0.000279078108126175,-1.6630436812405998,0.09630369202868826
28,28,65.10000000000001,0.0038378875506331366,-1.9037090074875044e-18,-0.0,-1.943433074323546e-18,0.000284477497780094,0.0006251946349308304,0.0818318500219421,0.002634219922337038,-2.360992232878436e-18,-0.0,-3.904134044632901e-18,0.0020451873112872707,-0.0,0.006844398482448216,-1.1407257385756964e-17,-1.831597194762992e-17,-3.4750067580111835e-18,0.0015202676414721714,0.0006770508326416133,-0.0,0.37796447300922725,0.7054569861112734
29,29,65.7,0.0030567528603723426,9.262386101727676e-19,-4.0773797167957766e-18,0.0017724271238867915,-3.609891034772088e-19,-3.159353448527295e-19,-3.3913187553170086e-17,0.006737951518409067,-1.834907137561093e-18,0.0031281592585063298,-2.1575068122592674e-18,0.003815745273076696,0.01076385423969182,-1.7721970633095744e-18,0.0005155323771564794,0.0004596030698800624,0.0021148504807275343,-2.4092515900025404e-17,0.0011845709704146298,-1.7665652189258413e-18,-0.4535573676110727,0.6501474440948545
30,30,66.10000000000001,0.0016509035696168823,0.0012608061811363279,-5.973071156469327e-18,-1.1759709212393168e-18,-1.181926723126938e-18,0.00036457053837376976,-8.634968194484816e-18,0.00028383179859415875,-9.294599248681583e-18,0.001719203194809857,-1.3587427832986087e-18,0.0010882901456435818,0.004253046718636518,0.005671387710934961,0.0011337216265865928,-5.830904039399878e-18,0.002548960393021774,0.0003051282247708348,0.0019609970858067,-1.1707850872310342e-18,-1.3228756555322954,0.18587673236587576
31,31,66.2,0.019644093504297758,0.010441963551855343,0.04899931792712955,0.002921872139254024,0.0019030608573350038,0.002790497410176448,-1.737204928021975e-17,0.011039369910915621,0.024934739414014823,0.006252088881253286,0.005630477761372108,0.024039505634528356,0.032203769140750106,0.03782633017871058,0.010457932643178864,0.004751950715867211,0.02230298962856825,0.009595934775969452,0.014383070388993687,0.01478820321212243,-1.2850792082313727,0.19876460637323512
32,32,66.4,-2.7985840208771173e-19,-3.508481922543125e-18,0.0030848067767409604,1.6492160928320467e-19,-4.4979013100732163e-20,-4.1216724631215453e-19,0.032067571631057334,0.005695052393197864,0.007793191282414466,0.0010979584711940634,0.000963742780995732,0.004240019068352893,0.005151255849976513,0.005965007830051356,0.0010567274994326217,0.0006004667197655702,0.0013894845360766426,-1.2930353059500729e-17,-2.489293503654079e-18,0.0007307836064275139,-0.22677868380553634,0.8205958397554409
33,33,67.10000000000001,0.001813737235578564,-1.1547320724496094e-18,2.512065204446705e-19,0.0019987287960286366,-0.0,0.00044092026972850616,-7.756637331124304e-17,-1.6456945908198808e-17,0.01221259147869078,-3.3753971480175397e-18,-1.6666747104366875e-18,0.002795720103050821,0.004470050482425837,-9.90743073047097e-19,-0.0,-3.2063253526668037e-18,0.003680208048432732,0.0007904290574925827,-9.350210286708716e-18,0.0008414966265499796,-0.4535573676110727,0.6501474440948545
34,34,67.60000000000001,-1.3420574266382908e-18,-1.5108852972424661e-18,0.005873159041309235,0.0012691998647240232,-1.0507548121138936e-18,-3.5679126485427934e-19,-3.072601941975084e-17,-0.0,-0.0,0.000924605070190416,0.001453372356324574,0.0020059728943519163,0.0029115672745368124,-1.1192408941989144e-17,0.0017258425169920171,0.0010107953066079908,0.002961941071453587,-0.0,-0.0,2.8233600910405987e-05,-1.5496543393378317,0.12122450301291662
35,35,67.9,-4.248467785670381e-19,-0.0,-6.3204248530470586e-18,0.003790776922143392,0.0004541620892730903,0.00034302148530494125,0.026988603439273826,-9.477583922730727e-18,0.003468696024134923,0.004824926288641519,0.0030977543083521193,-0.0,0.004500439761979715,-5.191273774726674e-18,-4.534627978647616e-18,0.0008731823092749385,0.0014747585690283293,0.0011635633619280744,-1.3838877842073483e-18,-2.8259752748742187e-18,0.6047431568147635,0.5453496680111236
36,36,68.0,8.325621830642992e-20,0.00258988596220676,8.050142311058364e-19,-1.6782589750041974e-19,0.00033486577624117274,0.0005068901525360028,0.0044450195197693896,-1.7426779680741854e-17,0.011384800283132466,0.0016477467092260438,0.0010603544705633117,0.0032979990852284586,0.004992365034269928,0.0035377835061425025,0.00023408622078463617,-1.7199932229208134e-17,0.0023431218927239877,0.0008369682060446604,-1.965718624835467e-17,-1.1220501514574794e-18,-0.30237157840738177,0.7623688184698398
37,37,68.3,-1.519459756689261e-18,0.008858995571160426,0.007143738879453417,0.00252294842789468,-7.776295246396391e-20,-2.156501760454053e-20,-0.0,0.0006956411378744836,0.010045212455741222,-2.4777247588034718e-18,0.0015994370308738905,-2.501239947170561e-16,-2.3836311046302643e-17,-1.2002688018402245e-17,0.0009678164386053093,0.00039870188551808,-0.0,0.0009223832475594943,-7.818886281773392e-18,0.0015026312085897554,0.6425396041156863,0.5205228832757727
38,38,68.5,0.004310240682299577,0.01413976791161659,0.007925411695873625,0.0038616445312465563,0.00040560326307227185,0.0005619701131641788,-6.580392714394779e-17,0.006407673246758986,0.009557695242922484,0.004715480458805664,0.001402948052308557,0.00034504536749483745,-1.3822700688583574e-17,-1.1409133209038484e-17,-6.1591222068814285e-18,0.0012146094635159506,0.00600473913214365,-3.643060743406903e-17,0.00328293509509266,-2.7528903446198916e-18,2.3811761799581315,0.017257456083119765
39,39,68.60000000000001,0.0067809651907539325,0.008323132955587873,0.01861440582402861,0.0009711725159005023,0.0006404274282005053,0.0005771383129713291,-1.5100518531517454e-17,-6.656272730650859e-19,-8.139024119465002e-18,0.00296743131587746,-5.3419851927938714e-18,-9.700961937458084e-17,-6.890198724164666e-17,-4.181393157516009e-18,0.00010212686226497618,-8.317168162114476e-19,0.0020957680748673792,0.000789895574685437,0.00245402036012822,-2.8515451557545216e-18,1.5874507866387544,0.1124105846553637
40,40,69.0,0.015340468966174591,0.014105184434777474,1.685300579862805e-19,0.0023973142738516018,0.003439293788076305,-3.3900050587805647e-19,-1.183538047901513e-16,-2.7804757038400485e-17,-3.207795931730866e-18,-2.976141585749592e-18,-1.3729711157215604e-17,0.001628842554288595,0.00785114379142492,0.027782141285092616,0.009394143587377566,0.0013676203656937966,0.010908556371702105,0.002513601514148916,0.006172247675937704,0.003592218294575835,-1.6630436812405998,0.09630369202868826
41,41,69.7,0.01072998436932559,0.02289859537118285,0.02750732933921582,0.0019727668130312508,2.528318480497661e-05,0.0016495516791269445,-5.144221726222906e-17,-9.767919549212943e-18,0.04707695827449415,0.018549477654205587,0.0047437046382704726,0.005861997586654221,0.01058258600485192,0.016725458950940988,0.006322736100617829,0.002851723603289161,0.016746896324904517,0.00628957870585679,0.003411309732662826,9.787507412642236e-19,0.15118578920369088,0.8798291600118298
42,42,70.4,-6.382368912469868e-19,0.0044950055468636965,0.003099131152306728,0.0005223876003824905,0.0007696004680681353,0.00029120785536414283,-0.0,0.0018691970660733668,-1.8487741998024155e-18,2.1422828334140245e-19,0.0020783068944350016,0.0009625310337344537,-8.361030872996287e-18,0.003185522275567521,-1.7055675084527012e-17,-8.866604188682746e-18,-0.0,3.6270059284361327e-06,0.0012457392958269895,0.0013300104469684535,0.0,1.0
43,43,71.3,0.003057468589875141,0.000892290036574557,0.006921409729817943,0.0022074028053286864,-6.795458278131402e-19,-8.608763161159705e-20,0.02182734567845696,-7.217327882461029e-19,0.003254151054443737,-0.0,-6.68818612379027e-19,0.002611365295953881,-2.520673777575493e-17,-1.1408135527902522e-17,0.0009768292647243033,0.00012735382737637,-3.2199445775024173e-18,0.00043846721878313435,-7.155324287645349e-19,-0.0,1.4362649974350634,0.15092695006671628
44,44,71.60000000000002,0.0008638654325120168,0.0043904838280462615,-0.0,-0.0,5.379944910298416e-05,0.0004281884047779621,-1.4738029417848675e-17,0.0034034662180375485,-3.979537351812417e-18,0.0027017752679443074,-5.170697590630899e-19,-2.3538962690607088e-17,-0.0,-0.0,0.0008945090378210435,0.00015325384043735684,0.000715334086129598,-1.4023757218247588e-17,0.001559378472413763,-1.3135577625402323e-18,0.9827076298239908,0.3257513544787166
45,45,72.0,0.002019951554317942,0.005469812942054058,1.7474463767659286e-18,0.0006146657923603602,-0.0,0.00034357908108979395,-1.3883182020829478e-17,-0.0,2.760940211760188e-19,0.0018727960404957406,-1.3151438481472428e-18,-8.533808872156806e-17,0.006409072293412946,0.002570638801519486,-0.0,-1.0461289074533446e-17,0.002469561512517919,-0.0,0.0015083037244613088,-1.2755400830347399e-18,0.0,1.0
46,46,72.4,-7.297482799476017e-20,-1.9072082508044078e-19,0.005504157523489984,-7.086748598311714e-20,-4.680084712699528e-20,-1.560507101836549e-19,-5.597783220938631e-17,-2.0838514223151406e-17,-4.384584804800166e-18,-1.5150033400218212e-19,0.001431653248277798,0.0025304259956487407,-1.3399346283297195e-17,0.004058515749126247,0.0005544906500762415,0.0004830662536701052,0.002196922582090468,0.0016334725895398908,0.0007203857864819213,0.0014773222368835532,-2.6835477583655134,0.00728455700947966
47,47,72.8,0.003487331409408178,-7.790629576592681e-19,0.003296444053252513,-0.0,1.4734760026451054e-19,-2.832705376241046e-20,0.00752270264621708,0.002446648658276118,-0.0,-2.825447003664876e-18,-4.8666719892939036e-18,0.0009819182811368471,-8.892864142090397e-18,-0.0,0.00175947100655445,0.0006385382915202112,0.0019590924287843873,-8.7400827341739e-19,-0.0,0.0023915421224360136,0.37796447300922725,0.7054569861112734
48,48,72.9,-5.02449597616506e-19,0.005137394007628088,-0.0,0.002060081260457739,1.793392186228926e-20,0.0005144745761399736,-6.522709682243893e-17,-0.0,3.7848494077713527e-19,-0.0,0.0015936010710766307,-6.375207860602223e-17,-0.0,-1.3120869884241344e-17,0.003252292888995464,-3.7324352299075945e-18,0.003239551409335292,-0.0,0.0011782497289016555,-0.0,-0.37796447300922725,0.7054569861112734
49,49,73.5,-1.5835154686625768e-18,0.0020030717785513353,-0.0,0.0010828121714758065,-0.0,-1.3957462274738559e-19,-0.0,0.0033942599227464185,-1.0377675904582615e-18,0.0023343613862340444,0.0016096564751169626,0.0016047278503814875,-0.0,0.0024706093745397624,-0.0,0.00031076150794382887,-0.0,-2.5705571544012948e-17,0.0006634435576940632,-1.4283523297510034e-18,0.0,1.0
50,50,73.9,-1.1219228257222145e-18,5.347780686737028e-19,-6.98506376169594e-18,-1.5758958378805426e-19,0.0005262309184225577,-1.3793795021778512e-19,-6.397108543044021e-17,0.0018792782016541735,-0.0,0.0011155088949554106,0.0023354467023377554,0.003440839090388485,0.008897112873721236,0.0013864680041682821,-3.164798232409091e-18,0.0006006274638456322,0.002292075421138193,3.646567449893605e-06,-0.0,0.0005377318073450295,-2.192193943453518,0.028365505605209992
51,51,74.0,0.07465717971493516,0.09493741040238596,0.2907786942396851,0.013266253590708614,0.007861566115912353,0.04147061392831312,-8.47539964795197e-17,0.01574615909384735,-1.2105875561430304e-17,0.05678302214292653,0.009284332987267128,0.06841797040845357,0.22179182365416936,0.16382375801394444,0.05313279645773633,0.058075213398569324,0.05548575919782355,0.015648003588921038,0.055339816805265285,0.04665479233246192,-0.9827076298239908,0.3257513544787166
52,52,74.4,-9.235219430561584e-19,-1.7234441568963959e-18,0.0027809193466957834,-4.861562898084577e-19,4.0272790597712646e-20,-3.9119997931935115e-19,0.015074000450653775,0.006056667842188736,-5.5690674163427134e-18,0.0012427231425264894,0.0019498568445057837,0.0010029317215104676,-7.502775308328064e-18,0.0029489524405254693,0.0005652435425889246,0.0011899406623267644,-1.1123655650901234e-18,-4.586854452556639e-17,0.0009151507293839523,-5.208499614772312e-19,-0.07559289460184544,0.9397429895770734
53,53,75.0,0.021281522873889198,0.021838802677484684,0.015495853938982071,0.01313914011155193,0.005234843998939566,0.005595214717005463,-1.646253284653239e-16,-1.3578572848124451e-17,-8.988811847354805e-18,-7.228627176088691e-18,0.01168168313649868,0.02249032564035142,0.033594742536205216,0.011137674916259978,0.008842381854028053,0.00019618653707323327,0.00878017875663638,0.011485193737784102,0.007323315109643019,0.00836897060976483,-1.209486313629527,0.22647606604348625
54,54,75.5,0.000754096428023152,0.0007272729594305974,-1.0980476382046572e-19,0.0013245735841197655,0.00010186830341104654,-0.0,3.942470964439743e-18,0.004534451567387428,-5.080811070749376e-18,8.407274976086707e-05,-4.513823449510954e-19,0.004016983993695451,0.002382711548582781,-1.1680643262199107e-17,0.0014722977995299585,-0.0,0.0013178629515548956,1.4602515000073527e-18,0.00205988632819178,0.00045780826541707686,-0.6047431568147635,0.5453496680111236
55,55,76.10000000000002,0.0029790268519688337,-0.0,0.0053910921740192574,-2.1441025877494478e-19,-0.0,-0.0,0.027609854444604585,-1.678643554142184e-17,0.005793314660842736,0.0016322626488885301,6.9267615163489e-05,-0.0,0.00010173518950583596,0.0014827671821799426,-0.0,-0.0,0.0005154677595563794,0.0010247013398464817,-1.4641109217162235e-17,-1.1117123713390508e-18,0.944911182523068,0.3447042220069576
56,56,76.4,3.8223918787553093e-19,0.006833661528382256,0.004375670807960917,0.001211070882103809,0.0006352357438025809,-7.936502221469517e-20,-1.6928115781183294e-17,-0.0,-1.6116476456712118e-18,-0.0,0.0014380946430381585,0.001828315817844562,0.0005807216498317423,-1.0679532209414366e-17,0.0005940863251552829,0.00011741311368830036,0.0008215328705569331,-0.0,0.0006666423961572437,-0.0,-0.5291502622129182,0.5967012167293563
57,57,76.5,0.0020603401447852623,-1.0769263987794291e-18,0.0005580654182740992,-0.0,-0.0,0.00024667462748091104,-2.81869971823858e-18,-5.177994145066303e-19,0.014764327914619704,-0.0,0.001631944949309506,0.0033588629493946486,0.0017570549318673078,-0.0,-0.0,-6.892812078270347e-18,0.001374048411861135,0.0005829179551654263,-1.839248419147448e-17,-0.0,-0.4535573676110727,0.6501474440948545
